non-waste technology,bezodpadová technologie
non-white,barevný člověk
non-working,nefunkční
nonabrasive,neobroušený
nonabsorbent,nepohlcující
nonacademic,neakademický
nonacceptance,nepřijetí
nonacid,nekyselý
nonactive,neaktivní
nonadaptive,nepřizpůsobivý
nonaddictive,nenávykový
nonadherent,nepřilnavý
nonadhesive,nepřilnavý
nonadjacent,nepřiléhavý
nonadjustable,neregulovatelný
nonadministrative,mimo-administrativní
nonage,nezletilost
nonaggression,neútočení
nonaggression pact,smlouva o neútočení
nonagon,devítiúhelník
nonalcoholic,nealkoholický
nonaligned,neangažovaný
nonalignment,neangažovanost
nonallergic,protialergický
nonappearance,nedostavení se někam
nonassignable,nepřiřaditelný
nonathletic,neatletický
nonattainment areas,oblasti s nadstandardním znečištěním
nonattendance,absence
nonautomotive,nesamočinný
nonavailability,nedostupnost
nonbasic,neelementární
nonbeliever,nevěřící
nonbelligerency,válečný stav
nonbelligerent,neválčící
nonbinding standards,nezávazné standardy
nonbiodegradable,biologicky nerozložitelný
nonblocking,nebránící
nonbreakable,nepřerušitelný
nonburnable,nehořlavý
noncaloric,nekalorický
noncancerous,nekarcinogenní
nonce,příležitostný
nonce word,slovo u příležitosti
nonchalance,nonšalance
nonchalant,nonšalantní
nonchalantly,nonšalantně
nonchargeable,nekalkulovatelný
nonclassical,neklasický
nonclerical,neúřednický
nonclinical,neklinický
noncollectable,nesplatný
noncom,poddůstojník
noncombatant,nebojovný
noncombustible,nehořlavý
noncommercial,nekomerční
noncommissioned officer,poddůstojník
noncommittal,nespáchání
noncommittally,nestranně
noncommunicable,nesdělitelný
noncommunication,nesdílnost
noncompeting,nesoupeřící
noncompetitive,nesoutěživý
noncompetitive consumption goods,nerivalitní spotřební zboží
noncompliance,nedodržení
noncompliance penalty,"redukce emisí, pokuta za nesplnění"
noncomplying,nedodržující
noncomprehending,nechápavý
nonconducting,nevodivý
nonconductor,nevodič
nonconforming,nekonformní
nonconformist,nonkonformista
nonconformity,nekonformita
noncongressional,neparlamentní
nonconsecutive,nejdoucí po sobě
nonconsecutively,neposloupně
nonconservative,nekonzervativní
nonconstructive,nečinorodý
noncontagious,nepřenášející nákazu
noncontent,osoba hlasující proti návrhu
noncontentious,nesporný
noncontinuous,nesouvislý
noncontributing,nepřispívající
noncontributory,nepřispívající
noncontroversial,nekontroverzní
nonconvertible,nekonvertibilní
nonconvex pollution curves,nekonvexní křivky znečištění
noncooperation,odmítnutí spolupráce
noncorroding,nekorodující
noncorrosive,nekorozivní
noncredit,nedůvěra
noncriminal,nezločinný
noncritical,mezní
noncrystalline,nekrystalický
noncumulative,nenarůstající
noncustodial,vyšetřování mimo vazbu
noncyclic,nekruhový
nondairy,bezmléčný
nondecreasing,neklesající
nondeductible,neodvoditelný
nondelivery,nedoručitelnost
nondemocratic,nedemokratický
nondenominational,přístupný jakýmkoli věřícím
nondepartmental,netýkající se resortu
nondepreciating,neznehodnocující
nondescript,nepopsatelný
nondescriptly,nepopsatelně
nondestructive,neničící
nondestructively,nedestruktivně
nondetachable,neodpojitelný
nondeterminacy,neurčitost
nondeterminate,neurčený
nondeterminately,neurčitě
nondeterminism,nedeterminismus
nondeterministic,nedeterministický
nondeterministically,nedeterministicky
nondisciplinary,nedisciplinovaný
nondiscrimination,potlačení diskriminace
nondiscriminatory,nediskriminující
nondramatic,nedramatický
nondrinker,abstinent
nondrying,nesušící
none,nikdo
noneducational,nevýchovný
noneffective,neefektivní
nonelastic,neelastický
nonelective,nevolený
nonelectric,neelektrický
nonelectrical,neelektrický
nonempty,neprázdný
nonempty set,neprázdná množina
nonenergy raw materials,neenergetické suroviny
nonenforceable,nevynutitelný
nonentity,nebytí
nonequivalent,nerovno
nonessential,nedůležitý
nonessentiality,zbytnost
nonesuch,nemající obdoby
nonetheless,nicméně
nonevent,neúspěch
nonexchangeable,nesměnitelný
nonexclusive,neexkluzivní
nonexempt,nevyloučený
nonexistence,neexistence
nonexistent,neexistující
nonexplosive,nevýbušný
nonextensible,nerozšiřitelný
nonfactual,nezakládající se na faktech
nonfading,neslábnutí
nonfat,netučný
nonfatal,neosudný
nonfattening,nejdoucí na tloušťku
nonferrous,neželezitý
nonfiction,fakta
nonfictional,faktický
nonflammable,nehořlavý
nonflowering,nekvetoucí
nonfluctuating,nekolísavý
nonflying,nelétavý
nonfood,zboží neřadící se k potravinám
nonfreezing,nemrznoucí
nonfunctional,nefunkční
nongovernmental,nevládní
nongranular,nezrnitý
nonhazardous,neriskantní
nonhereditary,nedědičný
nonhuman,nelidský
nonidempotent,neidempotent
nonidentical,neidentický
nonimmune,neimunní
noninclusive,nezahrnující
nonindependent,postrádající nezávislost
nonindustrial,neprůmyslový
noninfectious,neinfekční
noninflammatory,nezánětlivý
noninflationary,neinflační
noninflected,neskloňovaný
nonintellectual,neintelektuální
noninteracting,nepůsobící vzájemně
noninterchangeable,nezaměnitelný
noninterference,neovlivňování
noninterlaced,neprokládaný
noninterleaved,neprokládaný
nonintervention,nevměšování
noninterventionist,neintervencionista
nonintoxicating,nejedovatý
nonintrusive,nedotírající
nonintuitive,neintuitivní
noninvasive,neútočný
noninverting,nepřevracející
nonionic,neionický
nonirritating,neprovokující
nonjudgmental,postrádající soudnost
nonjudicial,nesoudní
nonlegal,nelegální
nonlethal,opačný smrtonosnému
nonlinear,nelineární
nonlinearities,nelinearity
nonlinearity,nelinearita
nonlinearly,nelineárně
nonliterary,nespisovný
nonliving,nežijící
nonlocal,nelokální
nonmagnetic,nemagnetický
nonmalignant,nezlomyslný
nonmarket goods,netržní statky
nonmaskable,nemaskovatelný
nonmaterial,nemateriální
nonmathematical,nematematický
nonmember,nečlen
nonmetal,nekov
nonmetallic,nekovový
nonmigratory,nestěhovavý
nonmilitant,nemilitantní
nonmilitary,nevojenský
nonmonotonic,nemonotónní
nonmonotonic logic,nemonotónní logika
nonmonotonic reasoning,nemonotónní uvažování
nonmoral,nemorální
nonnarcotic,nenarkotický
nonnative,nejsoucí rodilý
nonnegative,nezáporný
nonnegligible,nezanedbatelný
nonnegotiable,bez možnosti vyjednávání
nonnuclear,nenukleární
nonnumerical,nenumerický
nonobjective,neobjektivní
nonobligatory,nepovinný
nonobservance,nedodržení
nonobservant,nepozorný
nonoccupational,netýkající se zaměstnání
nonoccurence,neobjevení se
nonofficial,neoficiální
nonoperational,selhávající
nonoperative,nečinný
nonorthogonal,nepravoúhlý
nonorthogonality,opak ortogonálnosti
nonparallel,nesouběžný
nonparametric,neparametrický
nonpareil,nemající srovnání
nonparticipant,neúčastný
nonparticipating,neúčastnící se
nonpartisan,opak partyzána
nonparty,bezpartijní
nonpaying,neplatící
nonpayment,neplacení
nonperformance,nesplnění
nonperforming,neplnící
nonperishable,nepodléhající zkáze
nonpersistent,dočasný
nonperson,nikdo
nonphysical,nefyzický
nonphysically,nefyzicky
nonplus,vzít všechna slova
nonplused,ohromen
nonplussed,zahnaný do slepé uličky
nonpoint sources,"plošné zdroje, znečištění vody"
nonpoisonous,nejedovatý
nonpolitical,apolitický
nonpolluting,neznečišťující
nonporous,neporézní
nonportable,nepřenosný
nonpracticing,necvičící
nonprejudicial,bez předsudků
nonprescription,nepředepsání
nonprocedural,neprocedurální
nonprocedurally,neprocedurálně
nonproductive,netýkající se výroby
nonprofessional,neprofesionální
nonprofit,nevýdělečný
nonprofitable,nerentabilní
nonprogrammable,neprogramovatelný
nonprogrammer,neprogramátor
nonprohibitive tariff,neprohibitivní tarif
nonproliferation,nešíření
nonpublic,neveřejný
nonpunishable,nepotrestatelný
nonracial,nerasový
nonradioactive,neradioaktivní
nonrandom,nenáhodný
nonreactive,nereaktivní
nonreciprocal,opačný vzájemnému
nonreciprocating,nevratný
nonrecognition,neuznání
nonrecourse loan,půjčka bez rekurzu
nonrecoverable,nedobytný
nonrecurring,nevracející se
nonrecursive,nerekurzivní
nonredeemable,neumořitelný
nonrefillable,neschopný opětovného naplnění
nonrefundable,nesplatitelný
nonreligious,nenáboženský
nonrenewable,neobnovitelný
nonrepresentational,nereprezentativní
nonresident,nebydlící zde
nonresidential,neobytný
nonresidual,nezbytkový
nonresistance,nekladení odporu
nonresistant,nevzdorující
nonrestrictive,nerestriktivní
nonreturnable,nenávratný
nonreversible,nereverzibilní
nonrhythmic,nerytmický
nonrigid,netuhý
nonsalaried,neplacený
nonscheduled,nenaplánovaný
nonscientific,nevědecký
nonscoring,neskórující
nonseasonal,nesezónní
nonsectarian,nesektářský
nonsecular,nesvětský
nonsegmented,nerozdělený na části
nonsegregated,nesegregovaný
nonsense,pitomosti
nonsensical,nesmyslový
nonsensically,nesmyslově
nonsensitive,necitlivý
nonsequential,nesekvenční
nonsexist,opak sexisty
nonsexual,nesexuální
nonskid,protismykový
nonslip,neklouzavý
nonsmoker,nekuřák
nonsmoking,nekuřácký
nonsocial,nespolečenský
nonspeaking,nehovorný
nonspecialist,opak specialisty
nonspecialists,amatéři
nonspecializing,nespecializující se
nonspecific,nespecifický
nonspiritual,neduchovní
nonstaining,nešpinící se
nonstandard,nestandardní
nonstarter,nestartující
nonstick,nelepivý
nonstop,nonstop
nonstrategic,nestrategický
nonstriking,nepřekvapivý
nonstructural,nestrukturální
nonsuccessive,nenásledný
nonsuch,jedinečný
nonsupport,nepodporování
nonsupporting,nepodporující
nonsurgical,neoperační
nonsustaining,neudržující
nonswimmer,neplavec
nonsympathizer,nesympatizující
nonsynchronous,nesynchronní
nontarnishable,neztrácející lesk
nontaxable,nezdanitelný
nontechnical,netechnický
nontenured,nejsoucí v držení
nonterminal,nekoncový
nonterminals,neterminály
nonterminating,neukončující
nontermination,neukončení
nontheatrical,neteatrální
nonthermal,netermální
nonthinking,nemyslící
nonthreatening,nehrozící
nontoxic,nejedovatý
nontraditional,netradiční
nontransferable,nepřenositelný
nontransparent,netransparentní
nontrivial,netriviální
nontropical,netropický
nonuniform,neuniformní
nonuniformity,nejednotnost
nonuniformly mixed pollutant,nestejnoměrně smíchaný polutant
nonunion,nepatřící do unie
nonuser,neuživatelský
nonvenomous,nepůsobící otravu
nonverbal,nevyřčený ústně
nonviable,neživotaschopný
nonviolence,nenásilí
nonviolent,nenásilný
nonvirulent,nezhoubný
nonvocal,nehlasový
nonvocational,nejsoucí z povolání
nonvolatile,netěkavý
nonvoter,nevolič
nonvoting,nevolící
nonwhite,nebílý
nonworking,nepracující
nonyielding,nepoddajný
nonzero,nenulový
noob,nováček
noodle,hlupák
noodledom,Kocourkov
noodles,nudle
nook,kout
nookie,šoustat
nooks,koutky
nooky,soulož
noon,poledne
noonday,poledne
noone,nikoho
noons,poledne
noontide,zenit
noontime,polední čas
noose,oběsit
nope,ani nápad
nor,ani
nora,Nora
norad,Northern Region Air Defense
noradrenalin,noradrenalin
noradrenaline,druh hormonu
nordhoff,Nordhoff
nordic,nordický
nordstrom,Nordstrom
noreen,Noreen
norfolk,Norfolk
norm,norma
norma,Norma
normal,normála
normal erosion,normální eroze
normal good,normální zboží
normal storage level,hladina normálního nadržení
normalcy,normální stav
normalisable,normalizovatelný
normalisation,normalizace
normalise,normalizovat
normalised,normalizovaný
normaliser,normalizátor
normality,normálnost
normalizable,normalizovatelný
normalization,normalizace
normalize,normalizovat
normalized,normalizovaný
normalized internal rate of return,normalizovaná vnitřní míra výnosnosti
normalizer,normalizátor
normalizes,normalizuje
normalizing,normalizující
normally,běžně
normals,normály
norman,normanština
norman conquest,ovládnutí Anglie Normany po bitvě u Hastings 1066
normandy,Normandie
normanization,normanizace
normanizations,normanizace
normanize,ponormanšťovat
normanizer,normanizátor
normanizers,normanizátoři
normanizes,ponormanšťuje
normative,stanovující normy
normative issues,normativní problémy
normothermia,normotermie
norms,normy
norris,Norris
norse,skandinávština
norseman,Seveřan
norsk,Norsko
north,sever
north america,Severní Amerika
north american,severoamerický
north american free trade agreement (nafta).,Severoamerická dohoda o volném obchodu (NAFTA)
north carolina,Severní Karolína
north carolinian,severokarolínský
north dakota,Severní Dakota
north dakotan,severodakotský
north korea,Severní Korea
north korean,severokorejský
north pole,severní pól
north sea,Severní moře
north star,Polárka
north vietnam,Severní Vietnam
north vietnamese,severovietnamský
north-east,severovýchod
north-easterly,severovýchodní
north-eastern,severovýchodní
north-eastward,severovýchodně
north-north-east,severoseverovýchod
north-south,severovýchod
north-west,severozápad
north-westerly,severozápadní
north-western,severozápadní
northampton,město - Velká Británie
northbound,severně
northeast,severovýchod
northeaster,severovýchodní vítr
northeasterly,severovýchodně
northeastern,severovýchodní
northeastward,na severovýchod
northeastwards,severovýchodním směrem
